Date,Open,High,Low,Close,Volume,Change
2022-01-10,100000,100500,95200,96600,5377749,-0.03400000000000003
2022-01-11,96000,97200,94500,95000,4382380,-0.0165631469979296
2022-01-12,96100,98600,96100,97200,3354459,0.023157894736842044
2022-01-13,97500,98200,96200,96700,2519096,-0.005144032921810648
2022-01-14,95200,95300,93600,93900,2685014,-0.028955532574974185
2022-01-17,92900,94300,92000,92900,2589273,-0.010649627263045747
2022-01-18,92900,94400,92000,92000,1650829,-0.009687836383207804
2022-01-19,88400,90400,87300,90400,4587643,-0.017391304347826098
2022-01-20,90800,92700,88800,92300,3004684,0.02101769911504414
2022-01-21,91100,94100,90600,91800,2954607,-0.005417118093174467
2022-01-24,90900,92100,89700,90000,2021697,-0.019607843137254943
2022-01-25,90300,90700,87500,87600,2844579,-0.026666666666666616
2022-01-26,87300,88600,86600,86900,2204197,-0.007990867579908634
2022-01-27,87000,87500,82600,82600,3793749,-0.04948216340621403
2022-01-28,82800,85600,82200,85000,2958280,0.029055690072639306
2022-02-03,87100,88300,85100,85100,3118696,0.0011764705882353343
2022-02-04,85100,87500,84500,87100,1870626,0.023501762632197387
2022-02-07,87300,88000,85000,88000,2224116,0.010332950631458004
2022-02-08,88000,89200,86000,86500,2030457,-0.017045454545454586
2022-02-09,86900,87300,85700,86100,1640629,-0.0046242774566473965
2022-02-10,86900,89400,86000,87300,3401352,0.013937282229965264
2022-02-11,87300,93600,85300,91700,7012496,0.05040091638029787
2022-02-14,90300,90800,87500,88800,4002853,-0.031624863685932425
2022-02-15,89200,91000,87900,88300,2250253,-0.005630630630630629
2022-02-16,90200,92100,89600,91900,2468864,0.040770101925254876
2022-02-17,91900,92100,89200,90600,2851978,-0.014145810663764968
2022-02-18,89200,92500,88700,91400,2232912,0.008830022075055233
2022-02-21,90100,94500,89900,93200,2855108,0.01969365426695835
2022-02-22,91700,93200,91200,91800,1904605,-0.015021459227467782
2022-02-23,92500,93800,91900,92600,1738804,0.008714596949890963
2022-02-24,91100,91800,89300,90000,2176721,-0.02807775377969768
2022-02-25,92100,95000,91800,94400,3690345,0.04888888888888898
2022-02-28,94100,94900,93100,94100,2175339,-0.0031779661016949623
2022-03-02,94400,95700,93900,95300,2173330,0.012752391073326264
2022-03-03,96100,97300,95300,96600,1738057,0.01364113326337879
2022-03-04,96200,96300,94500,94700,1539472,-0.019668737060041352
2022-03-07,93400,93500,91600,91600,1950179,-0.032734952481520585
2022-03-08,90000,94000,89600,92100,1774311,0.005458515283842891
2022-03-10,94400,100000,94300,100000,5742398,0.08577633007600438
2022-03-11,100000,102000,98400,101500,3160552,0.014999999999999902
2022-03-14,102500,105000,102000,103500,3656814,0.019704433497536922
2022-03-15,103500,104500,101000,103000,1778162,-0.004830917874396157
2022-03-16,105000,105500,102000,104000,1763654,0.009708737864077666
2022-03-17,106000,109000,105500,106500,3504355,0.024038461538461453
2022-03-18,107500,109000,106000,108500,2993197,0.018779342723004744
2022-03-21,108500,110000,104000,105000,3284518,-0.032258064516129004
2022-03-22,104500,108000,104500,106500,2052237,0.014285714285714235
2022-03-23,107500,108500,104500,106500,2310401,0.0
2022-03-24,105000,105500,103000,105000,2071398,-0.014084507042253502
2022-03-25,106000,107000,104000,105000,1944089,0.0
2022-03-28,105000,105500,102500,105000,1534357,0.0
2022-03-29,106000,106500,104500,105500,1318977,0.004761904761904745
2022-03-30,107000,108000,106000,106500,1115413,0.009478672985782088
2022-03-31,106000,107500,105500,106500,1065806,0.0
2022-04-01,105500,106500,105000,106000,1163804,-0.0046948356807511304
2022-04-04,105500,106000,104000,105500,1276251,-0.004716981132075526
2022-04-05,106500,108000,106000,107500,1617662,0.018957345971563955
2022-04-06,105500,106500,104000,105000,1529617,-0.023255813953488413
2022-04-07,103000,103500,99900,99900,2885845,-0.0485714285714286
2022-04-08,100000,100500,96500,98000,2929790,-0.019019019019019034
2022-04-11,97100,97100,94600,95100,2061220,-0.0295918367346939
2022-04-12,93400,95100,92100,94100,1909946,-0.01051524710830709
2022-04-13,95000,96200,94600,95800,1403239,0.018065887353878818
2022-04-14,96400,96500,94500,96100,1299995,0.0031315240083507057
2022-04-15,95000,96700,93700,95400,1080260,-0.007284079084287187
2022-04-18,94500,94900,94000,94400,774064,-0.010482180293501009
2022-04-19,95000,96500,94900,95100,836819,0.00741525423728806
2022-04-20,96100,96200,94600,95100,880905,0.0
2022-04-21,95100,95100,93100,93600,1809576,-0.01577287066246058
2022-04-22,92200,92400,91400,92000,1553904,-0.017094017094017144
2022-04-25,90400,91600,89600,89700,1511408,-0.025000000000000022
2022-04-26,89800,91700,89700,90200,1368258,0.00557413600891854
2022-04-27,87600,88900,87600,88400,1390581,-0.019955654101995512
2022-04-28,89700,89800,88100,89300,1216554,0.010180995475113086
2022-04-29,89300,90400,88700,89900,1110597,0.006718924972004547
2022-05-02,88400,88900,87000,87300,1726505,-0.028921023359288145
2022-05-03,87300,89200,87000,88500,1435047,0.013745704467353903
2022-05-04,88600,91900,88300,89000,1865993,0.005649717514124353
2022-05-06,86500,86600,84100,84300,3592237,-0.05280898876404494
2022-05-09,84000,85000,82800,84100,1533542,-0.0023724792408066353
2022-05-10,82000,84300,81900,83600,2390050,-0.005945303210463715
2022-05-11,83800,85400,83300,85400,1367542,0.021531100478468845
2022-05-12,83700,84000,80600,80700,2971934,-0.05503512880562056
2022-05-13,80700,81900,80300,81800,1528530,0.013630731102850069
2022-05-16,83300,84300,82100,82300,1598561,0.006112469437652868
2022-05-17,82300,83400,82100,83200,1218935,0.010935601458080146
2022-05-18,83700,84000,82500,82600,1208755,-0.007211538461538436
2022-05-19,80500,81000,80000,80400,1519533,-0.0266343825665859
2022-05-20,80800,83300,80400,83000,1561541,0.03233830845771135
2022-05-23,82700,83500,82400,82900,933750,-0.001204819277108471
2022-05-24,82500,82600,80600,80600,1154150,-0.027744270205066313
2022-05-25,81000,82000,80300,81800,1365261,0.014888337468982549
2022-05-26,81900,83300,81000,81500,1338305,-0.003667481662591676
2022-05-27,82400,83000,81500,81700,1038755,0.0024539877300613355
2022-05-30,82800,84000,82600,83900,2091429,0.02692778457772338
2022-05-31,84100,85000,82900,85000,2170810,0.013110846245530494
2022-06-02,84000,84200,82900,83700,1147185,-0.015294117647058791
2022-06-03,84800,87400,84700,85700,2371620,0.0238948626045401
2022-06-07,84500,84800,81600,81900,2373935,-0.04434072345390894
2022-06-08,82700,82800,81200,81500,1317967,-0.004884004884004867
2022-06-09,81100,81800,80300,81300,1732196,-0.0024539877300613355
2022-06-10,80400,81000,80000,80100,1430382,-0.014760147601476037
2022-06-13,77800,78200,76100,76500,2176053,-0.0449438202247191
2022-06-14,74900,76900,74200,76600,2342617,0.0013071895424836555
2022-06-15,76100,76500,72100,72700,2844798,-0.050913838120104415
2022-06-16,74400,75200,71900,72300,2053257,-0.005502063273727598
2022-06-17,70200,73000,70200,72200,3044377,-0.0013831258644536604
2022-06-20,72300,72900,68700,69600,2436471,-0.03601108033240996
2022-06-21,69600,70700,69200,70500,1525415,0.012931034482758674
2022-06-22,70900,71000,68500,68500,1908000,-0.028368794326241176
2022-06-23,68300,69300,66700,67100,2005224,-0.020437956204379604
2022-06-24,67400,71500,67400,71500,2331632,0.06557377049180335
2022-06-27,72400,72900,70600,71800,1470633,0.00419580419580412
2022-06-28,71600,72300,70600,71600,1082711,-0.0027855153203342198
2022-06-29,70100,71300,69700,70800,1185471,-0.011173184357541888
2022-06-30,70400,71100,69900,69900,1339031,-0.012711864406779627
2022-07-01,70000,70300,66600,67300,1817276,-0.03719599427753939
2022-07-04,67300,69000,66200,68100,1019171,0.011887072808320909
2022-07-05,68700,72500,68300,72000,2125688,0.05726872246696035
2022-07-06,71300,75000,71200,73500,2724220,0.02083333333333326
2022-07-07,74500,74900,72700,73000,1603464,-0.006802721088435382
2022-07-08,73900,73900,71800,71800,1418763,-0.016438356164383605
2022-07-11,71900,72800,71100,71300,979002,-0.0069637883008356605
2022-07-12,70700,71000,69400,70300,1082539,-0.014025245441795287
2022-07-13,70100,72200,70100,71900,1156844,0.022759601706970223
2022-07-14,71000,73400,70400,72100,1597400,0.0027816411682892728
2022-07-15,72100,72200,69400,70100,1605289,-0.0277392510402219
2022-07-18,71100,73200,70600,72800,1690739,0.03851640513552068
2022-07-19,72000,73200,71600,72800,949001,0.0
2022-07-20,74700,75600,73100,73400,1758524,0.008241758241758212
2022-07-21,73900,75000,73500,73700,1244024,0.004087193460490468
2022-07-22,73500,73600,71600,72100,1601677,-0.02170963364993217
2022-07-25,71600,73100,71400,73000,1038303,0.012482662968099856
2022-07-26,72600,72900,71800,72400,696076,-0.008219178082191747
2022-07-27,72500,72600,71200,71900,924477,-0.006906077348066253
2022-07-28,73000,74200,72100,72400,1226484,0.006954102920723182
2022-07-29,73200,75400,73200,74800,2164565,0.03314917127071815
2022-08-01,74800,75200,74000,74000,907903,-0.010695187165775444
2022-08-02,73800,73800,71600,71800,1786920,-0.02972972972972976
2022-08-03,71900,76100,71500,76000,2893725,0.058495821727019504
2022-08-04,77000,81700,76800,81700,5803458,0.07499999999999996
2022-08-05,82000,83100,80700,81200,2511627,-0.006119951040391647
2022-08-08,80600,82000,80100,82000,1674063,0.009852216748768461
2022-08-09,81800,83800,81500,83200,1541966,0.014634146341463428
2022-08-10,82300,82800,80300,80300,1428961,-0.034855769230769273
2022-08-11,82600,84300,82400,83700,1918391,0.04234122042341215
2022-08-12,83000,83200,81700,82500,1069578,-0.014336917562724039
2022-08-16,83000,83200,80500,80700,1798225,-0.021818181818181848
2022-08-17,80800,81200,79600,80100,1041971,-0.0074349442379182396
2022-08-18,79400,79600,77500,79200,1640906,-0.011235955056179803
2022-08-19,78300,78800,76400,76700,1804047,-0.031565656565656575
2022-08-22,75600,76300,74600,75000,1250643,-0.022164276401564487
2022-08-23,74800,75800,74200,74800,1327312,-0.002666666666666706
2022-08-24,74900,75500,74200,74900,936191,0.0013368983957218195
2022-08-25,75400,76800,75000,76100,1252757,0.01602136181575431
2022-08-26,76700,77200,75500,76000,993727,-0.0013140604467805073
2022-08-29,72800,73400,71800,72200,1632297,-0.050000000000000044
2022-08-30,72500,73500,72500,73200,802825,0.013850415512465464
2022-08-31,72300,73700,71800,73400,1348480,0.002732240437158362
2022-09-01,72300,72500,71200,71400,1275977,-0.027247956403269713
2022-09-02,72100,72200,70000,70200,1201760,-0.01680672268907568
2022-09-05,69800,70800,69400,70000,865940,-0.002849002849002802
2022-09-06,70000,70600,69500,69700,744418,-0.004285714285714337
2022-09-07,69100,69200,67000,67500,1793068,-0.031563845050215256
2022-09-08,68500,69200,67600,68000,1169203,0.007407407407407307
2022-09-13,69100,70800,69100,70000,2103796,0.02941176470588225
2022-09-14,67000,68500,66500,68100,1827706,-0.027142857142857135
2022-09-15,68600,69000,67400,67400,984996,-0.01027900146842875
2022-09-16,66700,67700,66300,66900,922538,-0.007418397626112738
2022-09-19,67100,67300,65400,65400,1132357,-0.022421524663677084
2022-09-20,66400,66600,65300,65300,854697,-0.001529051987767538
2022-09-21,64900,65300,63600,64000,1056852,-0.019908116385911168
2022-09-22,62700,62800,61100,61300,1743099,-0.042187500000000044
2022-09-23,61300,61800,60900,61000,1660303,-0.004893964110929905
2022-09-26,60100,61000,59200,59700,1983320,-0.021311475409836023
2022-09-27,59500,60300,57800,59300,1807942,-0.00670016750418756
2022-09-28,58600,58800,56100,56900,2387527,-0.0404721753794266
2022-09-29,57700,59000,55800,55900,2212133,-0.017574692442882234
2022-09-30,55200,58000,55000,57100,1882206,0.02146690518783534
2022-10-04,57700,58100,55100,55900,2220578,-0.021015761821365997
2022-10-05,56700,57100,54300,54500,2107661,-0.025044722719141377
2022-10-06,54600,55700,53900,54800,2123384,0.005504587155963359
2022-10-07,54300,54800,50500,50900,4265238,-0.07116788321167888
2022-10-11,49350,50400,48800,50100,2430880,-0.015717092337917515
2022-10-12,49850,50300,49000,49850,2106857,-0.004990019960079861
2022-10-13,49400,49500,47300,47300,2538948,-0.051153460381143434
2022-10-14,49050,51500,49050,51400,3872919,0.08668076109936584
2022-10-17,48000,49150,46500,48350,9711382,-0.05933852140077822
2022-10-18,48900,50200,48400,49400,6284583,0.02171664943123064
2022-10-19,49800,52200,49400,49800,4540597,0.00809716599190291
2022-10-20,49800,49800,47300,47750,4240904,-0.04116465863453811
2022-10-21,47650,49650,47050,48850,3354625,0.023036649214659644
2022-10-24,50000,50600,48300,48450,2848346,-0.008188331627430934
2022-10-25,48800,49550,48550,48800,1910362,0.007223942208462342
2022-10-26,48950,48950,47650,47700,2149830,-0.02254098360655743
2022-10-27,47700,48850,47200,48750,2442155,0.022012578616352307
2022-10-28,48200,49450,47800,48750,1867478,0.0
2022-10-31,49600,50700,48700,50700,3130880,0.040000000000000036
2022-11-01,50400,50800,49650,50700,1653708,0.0
2022-11-02,50100,53100,49700,52300,4937758,0.03155818540433919
2022-11-03,50800,51200,49700,50100,3572826,-0.042065009560229405
2022-11-04,49500,50600,48950,50300,3242294,0.003992015968063978
2022-11-07,50500,50700,49700,49850,2527175,-0.008946322067594381
2022-11-08,50200,51600,50000,51500,4457042,0.033099297893681046
2022-11-09,52000,53800,51700,52100,4005676,0.011650485436893288
2022-11-10,51300,51800,50700,50800,2284351,-0.0249520153550864
2022-11-11,54500,61000,53600,58700,17375821,0.155511811023622
2022-11-14,59300,60200,58000,58500,5392366,-0.0034071550255536653
2022-11-15,58500,58900,57300,58700,2373778,0.0034188034188034067
2022-11-16,59700,59900,57800,58600,2451864,-0.0017035775127768327
2022-11-17,58000,59200,57600,59100,1744238,0.008532423208191142
2022-11-18,58900,59200,57600,57700,1742383,-0.02368866328257191
2022-11-21,57500,58300,56000,56300,1765878,-0.024263431542461023
2022-11-22,55900,56100,54100,54300,1793196,-0.035523978685612745
2022-11-23,56300,57700,55400,55700,2551968,0.025782688766114115
2022-11-24,56200,58000,56000,57400,1816392,0.030520646319569078
2022-11-25,56200,57300,55600,56100,1322780,-0.022648083623693416
2022-11-28,55800,55800,54500,54600,1365592,-0.0267379679144385
2022-11-29,54200,56200,54100,55900,1358761,0.023809523809523725
2022-11-30,55600,56400,55100,56400,1825885,0.008944543828264706
2022-12-01,59200,59600,57700,57900,2895695,0.02659574468085113
2022-12-02,57900,58300,56900,56900,1165966,-0.01727115716753025
2022-12-05,57200,59000,57200,58000,2050445,0.019332161687170446
2022-12-06,57300,57900,56000,56000,1380887,-0.03448275862068961
2022-12-07,55700,56600,55400,55500,1014142,-0.008928571428571397
2022-12-08,55900,56100,54900,55500,1376893,0.0
2022-12-09,56100,58200,56000,58100,2404261,0.04684684684684681
2022-12-12,57700,58700,57000,58100,1402888,0.0
2022-12-13,59000,59700,57700,58200,1532110,0.001721170395869276
2022-12-14,58800,59500,58300,58700,1550967,0.00859106529209619
2022-12-15,57900,58000,55300,55300,3034680,-0.05792163543441231
2022-12-16,53500,54900,53100,54400,2477820,-0.016274864376130238
2022-12-19,53900,56400,53900,55800,1364858,0.025735294117646967
2022-12-20,55300,55700,53900,54300,1390754,-0.026881720430107503
2022-12-21,54900,55200,53700,54200,980179,-0.0018416206261510082
2022-12-22,55000,55700,54100,55100,1228266,0.016605166051660625
2022-12-23,54000,54300,53100,53400,1339673,-0.030852994555353952
2022-12-26,53400,53800,52700,53600,988777,0.0037453183520599342
2022-12-27,53900,54700,53600,54400,1226474,0.014925373134328401
2022-12-28,53900,54700,52900,53600,1268005,-0.014705882352941124
2022-12-29,53500,55300,52900,53100,1319611,-0.009328358208955279
2023-01-02,53600,53800,52400,52700,887667,-0.007532956685499026
2023-01-03,52400,53500,51400,53300,1420569,0.011385199240986799
2023-01-04,53200,56000,53100,55700,2241411,0.045028142589118136
2023-01-05,55800,58200,55700,57700,3046064,0.03590664272890476
2023-01-06,57200,58000,56500,57200,1420345,-0.008665511265164683
2023-01-09,58700,61200,58300,61100,3482961,0.06818181818181812
2023-01-10,60700,61700,60400,60700,2178323,-0.006546644844517169
2023-01-11,61700,62500,60800,61900,2544430,0.01976935749588149
2023-01-12,63000,63400,61100,61500,2197974,-0.00646203554119551
2023-01-13,62100,63000,61500,62000,2248562,0.008130081300812941
2023-01-16,62300,65000,62000,64500,2989321,0.040322580645161255
2023-01-17,64500,64500,61400,61800,3194397,-0.041860465116279055
2023-01-18,61500,62500,61100,61600,1650067,-0.003236245954692518
2023-01-19,61100,61400,60200,60800,1687361,-0.012987012987012991
2023-01-20,60500,61900,60500,61200,1376217,0.006578947368421018
2023-01-25,62500,63800,62100,62600,2018473,0.02287581699346397
2023-01-26,62800,63700,61700,63700,1658008,0.01757188498402562
2023-01-27,64000,65500,63400,64700,2588030,0.01569858712715866
2023-01-30,64800,65400,63200,63500,1888795,-0.018547140649149974
2023-01-31,62700,63500,61200,61400,2394547,-0.03307086614173227
2023-02-01,62000,62900,61400,62200,1582425,0.013029315960912058
2023-02-02,64400,65200,63700,64500,2936610,0.036977491961414755
2023-02-03,64900,67500,64500,67200,5019685,0.041860465116279055
2023-02-06,66500,67100,65200,65200,2276799,-0.029761904761904767
2023-02-07,65300,68800,64900,68000,3026310,0.042944785276073594
2023-02-08,68500,69900,68200,69100,3109216,0.016176470588235237
2023-02-09,67900,71300,67100,70900,3602387,0.026049204052098318
2023-02-10,69200,70200,66300,67600,5370780,-0.046544428772919644
2023-02-13,66700,66800,64200,64300,4298565,-0.04881656804733725
2023-02-14,65400,66400,64800,65000,2249182,0.010886469673405896
2023-02-15,64600,64700,62600,63600,2984239,-0.021538461538461506
2023-02-16,64400,65200,63500,64200,2542941,0.009433962264151052
2023-02-17,63000,64400,62400,63300,1584836,-0.014018691588784993
2023-02-20,63400,64500,62800,64200,1424392,0.014218009478673022
2023-02-21,64500,64700,63000,63100,1644407,-0.01713395638629278
2023-02-22,61900,63000,61500,62200,1904538,-0.014263074484944571
2023-02-23,62600,63200,62200,62500,1217488,0.004823151125401992
2023-02-24,62500,62900,61600,61800,1339514,-0.011199999999999988
2023-02-27,61400,62200,61000,61900,1407458,0.0016181229773462036
2023-02-28,62000,63400,61900,62400,1870108,0.008077544426494443
2023-03-02,62200,62400,60800,61200,1842975,-0.019230769230769273
2023-03-03,61600,62200,60900,61000,1250945,-0.0032679738562091387
2023-03-06,61200,63800,61100,63600,2768767,0.042622950819672045
2023-03-07,63000,63100,61400,61500,2322926,-0.03301886792452835
2023-03-08,61200,61200,59000,59100,2935338,-0.039024390243902474
2023-03-09,59700,60600,58900,59000,1949722,-0.0016920473773265332
2023-03-10,57900,58400,57500,58100,2009728,-0.015254237288135575
2023-03-13,60300,62400,58800,60800,5720123,0.04647160068846823
2023-03-14,60600,61100,59200,59400,2192551,-0.023026315789473673
2023-03-15,60600,60800,58800,59300,1885060,-0.0016835016835017313
2023-03-16,58400,60300,58100,59900,1976894,0.010118043844856706
2023-03-17,60600,61200,59800,60200,1658486,0.005008347245408995
2023-03-20,60200,62000,60200,61000,2051491,0.013289036544850585
2023-03-21,61400,61700,60500,60900,1093952,-0.0016393442622950616
2023-03-22,61700,62900,61300,62700,2243729,0.029556650246305383
2023-03-23,61800,62000,60800,61600,1685484,-0.01754385964912286
2023-03-24,61600,61900,60900,61400,1323550,-0.0032467532467532756
2023-03-27,61500,61800,59800,60700,1490567,-0.01140065146579805
2023-03-28,60600,61000,59900,60700,1326335,0.0
2023-03-29,60800,61400,60100,60400,1144119,-0.0049423393739703725
2023-03-30,60800,60900,59900,60100,1707493,-0.004966887417218513
2023-03-31,60600,61200,60000,61100,1745559,0.016638935108153063
2023-04-03,61400,61600,59900,60200,1683150,-0.014729950900163713
2023-04-04,60200,60800,59800,60700,1380518,0.008305647840531671
2023-04-05,60500,61200,60200,60500,1227329,-0.0032948929159802853
2023-04-06,60100,60100,58500,58600,2659408,-0.031404958677686
2023-04-07,58600,59200,58100,58600,1650319,0.0
2023-04-10,58300,58400,57100,58100,2103339,-0.008532423208191142
2023-04-11,58100,60000,57500,59300,2184527,0.0206540447504302
2023-04-12,59200,59300,58500,58700,1486194,-0.010118043844856706
2023-04-13,58500,59600,58400,59500,1591961,0.013628620102214661
2023-04-14,60100,61000,59400,60500,2464952,0.01680672268907557
2023-04-17,60200,60700,59600,60100,1450046,-0.006611570247933907
2023-04-18,60200,60800,58900,59000,1731564,-0.01830282861896837
2023-04-19,59000,59100,58500,58600,1086274,-0.006779661016949157
2023-04-20,58500,58700,57800,57900,1342600,-0.011945392491467532
2023-04-21,57700,58200,57200,57900,1212125,0.0
2023-04-24,57300,57800,57100,57200,961915,-0.012089810017271163
2023-04-25,57000,57900,55700,56000,1791028,-0.020979020979020935
2023-04-26,55600,57200,55600,56500,1452179,0.008928571428571397
2023-04-27,56200,56300,55300,55800,1311670,-0.012389380530973493
2023-04-28,56400,59100,56300,58100,3124682,0.04121863799283143
2023-05-02,58200,58600,57700,58500,1124552,0.0068846815834766595
2023-05-03,58000,58900,57800,58300,1047114,-0.0034188034188034067
2023-05-04,57200,57500,56000,57200,2274995,-0.018867924528301883
